hh_id,person_id,is_head_of_household,married,gender,race,age,voted_in_2012,is_college_graduate
5289,11127,1,"Single","Male","White",32,0,1
5290,11128,1,"Single","Male","Black",33,1,0
5291,11129,1,"Single","Female","White",28,0,1
5291,11130,0,"Single","Male","White",30,0,1
5291,11131,0,"Single","Male","White",4,0,1
5291,11132,0,"Single","Female","White",4,0,1
5292,11133,1,"Married","Female","White",28,0,1
5292,11134,0,"Married","Male","White",30,0,0
5292,11135,0,"Single","F","White",5,0,1
5293,11136,1,"Married","Female","White",31,0,0
5293,11137,0,"Married","Male","White",32,0,1
5293,11138,0,"Single","Male","White",3,0,0
5293,11139,0,"Single","Female","White",7,0,1
5294,11140,1,"Single","Female","Asian",31,1,1
5294,11141,0,"Single","Male","White",33,1,1
5295,11142,1,"Single","Male","Asian",34,1,0
5296,11143,1,"Single","Male","White",26,0,1
5296,11144,0,"Single","Male","White",5,0,1
5297,11145,1,"Single","F","White",34,0,1
5298,11146,1,"Married","Female","White",33,0,1
5298,11147,0,"Married","Male","White",34,0,0
5298,11148,0,"Single","Female","White",3,0,1
5299,11149,1,"Married","Female","Black",33,0,0
5299,11150,0,"Married","Male","White",27,1,1
5299,11151,0,"Single","Female","Black",4,0,1
5300,11152,1,"Single","Male","White",28,1,1
5301,11153,1,"Single","Male","White",30,1,0
5302,11154,1,"Married","F","White",33,0,1
5302,11155,0,"Married","Male","White",33,1,1
5302,11156,0,"Single","Male","White",6,0,0
5303,11157,1,"Single","Female","White",27,0,1
5303,11158,0,"Single","Male","White",32,0,0
5303,11159,0,"Single","Male","White",7,0,1
5303,11160,0,"Single","Female","White",5,0,1
5304,11161,1,"Single","Male","Asian",30,0,1
5305,11162,1,"Single","Female","White",27,1,0
5305,11163,0,"Single","Male","White",33,1,0
5306,11164,1,"Single","Male","Asian",27,0,1
5307,11165,1,"Single","Female","Asian",34,1,0
5307,11166,0,"Single","Male","Asian",31,0,1
5307,11167,0,"Single","Female","Asian",5,0,0
5308,11168,1,"Married","Female","White",34,0,1
5308,11169,0,"Married","Male","White",27,0,0
5309,11170,1,"Married","Female","White",31,0,1
5309,11171,0,"Married","Male","Asian",30,0,1
5310,11172,1,"Single","Female","White",27,0,1
5310,11173,0,"Single","Male","White",3,0,1
5311,11174,1,"Single","Male","Asian",34,1,1
5312,11175,1,"Single","Male","White",29,1,1
5313,11176,1,"Single","Female","Asian",31,0,1
5313,11177,0,"Single","Male","White",28,0,1
5313,11178,0,"Single","Female","Asian",6,0,0
5314,11179,1,"Single","Female","White",34,0,1
5314,11180,0,"Single","Male","White",31,1,1
5314,11181,0,"Single","Female","White",7,0,1
5314,11182,0,"Single","Male","White",7,0,1
5315,11183,1,"Single","Female","White",34,1,1
5316,11184,1,"Single","Male","White",31,1,1
5317,11185,1,"Single","Female","White",26,0,1
5317,11186,0,"Single","Male","White",33,0,1
5318,11187,1,"Single","Female","White",32,0,0
5318,11188,0,"Single","Male","White",30,0,0
5318,11189,0,"Single","Male","White",6,0,1
5319,11190,1,"Single","Male","Black",34,0,0
5320,11191,1,"Single","Male","White",32,1,1
5321,11192,1,"Single","FEMALE","White",28,1,1
5321,11193,0,"Single","Male","White",31,0,1
5322,11194,1,"Single","Female","White",31,0,1
5322,11195,0,"Single","Male","White",30,0,1
5322,11196,0,"Single","Female","White",3,0,0
5322,11197,0,"Single","Male","White",7,0,0
5323,11198,1,"Single","F","White",33,0,0
5323,11199,0,"Single","Male","White",29,1,0
5324,11200,1,"Married","F","White",32,0,0
5324,11201,0,"Married","Male","White",26,1,0
5324,11202,0,"Single","Female","White",5,0,1
5325,11203,1,"Single","Male","White",30,1,1
5325,11204,0,"Single","Male","White",7,0,1
5326,11205,1,"Married","Female","White",30,1,0
5326,11206,0,"Married","Male","Asian",25,0,1
5326,11207,0,"Single","F","White",2,0,1
5327,11208,1,"Married","Female","Asian",34,1,1
5327,11209,0,"Married","Male","White",29,0,1
5327,11210,0,"Single","M","Asian",7,0,1
5328,11211,1,"Single","Female","White",32,0,1
5328,11212,0,"Single","Male","White",34,1,1
5328,11213,0,"Single","Male","White",7,0,1
5328,11214,0,"Single","Female","White",5,0,1
5329,11215,1,"Married","Female","Black",31,0,1
5329,11216,0,"Married","Male","White",34,0,1
5329,11217,0,"Single","Male","Black",7,0,1
5330,11218,1,"Single","Female","White",30,1,1
5330,11219,0,"Single","Male","White",32,0,1
5330,11220,0,"Single","Female","White",2,0,1
5331,11221,1,"Single","Female","White",34,1,1
5331,11222,0,"Single","Male","White",28,0,1
5331,11223,0,"Single","Female","White",3,0,1
5332,11224,1,"Single","Male","White",34,1,1
5332,11225,0,"Single","Male","White",7,0,1
5333,11226,1,"Married","Female","White",25,1,0
5333,11227,0,"Married","Male","White",34,0,1
5333,11228,0,"Single","Male","White",6,0,1
5333,11229,0,"Single","Male","White",7,0,1
5334,11230,1,"Single","Female","Asian",33,1,1
5334,11231,0,"Single","Female","Asian",5,0,1
5335,11232,1,"Married","Female","White",33,0,0
5335,11233,0,"Married","MALE","White",32,0,0
5335,11234,0,"Single","Female","White",5,0,0
5336,11235,1,"Single","Female","White",32,1,1
5337,11236,1,"Single","Male","White",33,1,1
5338,11237,1,"Single","Female","Black",31,1,1
5338,11238,0,"Single","Male","White",26,1,1
5338,11239,0,"Single","Male","Black",6,0,1
5338,11240,0,"Single","Male","Black",4,0,0
5339,11241,1,"Single","FEMALE","White",27,0,1
5339,11242,0,"Single","Male","White",34,0,1
5340,11243,1,"Married","Female","White",32,1,1
5340,11244,0,"Married","Male","White",26,0,0
5340,11245,0,"Single","FEMALE","White",3,0,0
5341,11246,1,"Married","Female","White",30,0,1
5341,11247,0,"Married","Male","White",30,0,1
5342,11248,1,"Single","Female","Asian",33,1,1
5342,11249,0,"Single","Male","White",25,1,0
5342,11250,0,"Single","Female","Asian",3,0,1
5342,11251,0,"Single","Female","Asian",3,0,1
5343,11252,1,"Single","Male","White",30,1,1
5344,11253,1,"Married","Female","Asian",27,1,1
5344,11254,0,"Married","Male","White",32,0,0
5345,11255,1,"Single","Male","White",25,1,1
5346,11256,1,"Single","Female","White",26,0,1
5346,11257,0,"Single","Male","Black",33,1,1
5347,11258,1,"Single","Female","Asian",34,0,1
5347,11259,0,"Single","MALE","White",25,0,1
5348,11260,1,"Single","Male","White",31,1,1
5349,11261,1,"Single","Female","Asian",29,0,1
5349,11262,0,"Single","Male","Asian",30,0,0
5349,11263,0,"Single","Male","Asian",4,0,1
5350,11264,1,"Married","Female","White",32,0,1
5350,11265,0,"Married","Male","White",25,0,1
5350,11266,0,"Single","Female","White",3,0,1
5350,11267,0,"Single","Male","White",2,0,0
5351,11268,1,"Single","FEMALE","White",31,0,1
5351,11269,0,"Single","Male","White",34,0,1
5351,11270,0,"Single","Male","White",7,0,0
5352,11271,1,"Married","Female","Asian",33,1,0
5352,11272,0,"Married","Male","White",26,1,1
5352,11273,0,"Single","Male","Asian",2,0,1
5353,11274,1,"Single","Female","White",31,1,1
5353,11275,0,"Single","Male","White",34,1,1
5354,11276,1,"Single","Female","White",31,1,1
5355,11277,1,"Single","Female","Asian",32,1,1
5355,11278,0,"Single","Male","White",31,1,1
5355,11279,0,"Single","Male","Asian",2,0,1
5356,11280,1,"Single","Female","Asian",25,0,1
5357,11281,1,"Married","Female","Asian",34,0,1
5357,11282,0,"Married","Male","Asian",27,1,1
5357,11283,0,"Single","Male","Asian",4,0,0
5358,11284,1,"Single","Female","White",31,1,1
5358,11285,0,"Single","Male","White",30,0,1
5359,11286,1,"Single","Female","White",32,0,1
5359,11287,0,"Single","Male","White",7,0,1
5360,11288,1,"Married","Female","White",26,0,1
5360,11289,0,"Married","Male","White",28,0,1
5360,11290,0,"Single","Male","White",4,0,1
5361,11291,1,"Married","Female","Black",33,0,0
5361,11292,0,"Married","Male","White",32,1,0
5361,11293,0,"Single","M","Black",4,0,1
5361,11294,0,"Single","Male","Black",4,0,1
5362,11295,1,"Single","Male","Asian",31,0,1
5363,11296,1,"Single","Female","White",31,1,0
5363,11297,0,"Single","Male","White",33,1,1
5363,11298,0,"Single","FEMALE","White",2,0,1
5363,11299,0,"Single","Female","White",4,0,1
5364,11300,1,"Single","Female","White",30,0,0
5364,11301,0,"Single","Male","Asian",33,0,1
5365,11302,1,"Single","Female","Asian",33,0,1
5365,11303,0,"Single","Male","White",27,1,1
5365,11304,0,"Single","FEMALE","Asian",5,0,1
5366,11305,1,"Single","Female","White",32,1,0
5366,11306,0,"Single","Male","White",30,1,1
5366,11307,0,"Single","Female","White",4,0,1
5367,11308,1,"Single","Male","White",30,1,1
5368,11309,1,"Single","Female","Asian",26,0,1
5368,11310,0,"Single","Male","White",34,1,1
5368,11311,0,"Single","Male","Asian",3,0,1
5369,11312,1,"Single","Female","Asian",32,0,1
5369,11313,0,"Single","Male","Asian",5,0,1
5370,11314,1,"Single","Male","Black",31,0,1
5371,11315,1,"Single","Female","White",27,0,1
5371,11316,0,"Single","Male","White",34,1,0
5371,11317,0,"Single","Female","White",6,0,1
5372,11318,1,"Single","Female","Asian",26,1,1
5372,11319,0,"Single","Male","Asian",25,0,1
5373,11320,1,"Single","Female","White",25,1,1
5373,11321,0,"Single","Male","Asian",30,0,0
5373,11322,0,"Single","FEMALE","White",5,0,1
5373,11323,0,"Single","Male","White",4,0,1
5374,11324,1,"Single","Female","White",28,0,0
5374,11325,0,"Single","Male","White",32,0,1
5375,11326,1,"Single","Male","Asian",25,0,0
5375,11327,0,"Single","Female","Asian",3,0,1
5375,11328,0,"Single","Male","Asian",6,0,1
5376,11329,1,"Single","Female","White",34,1,0
5377,11330,1,"Single","Male","White",30,0,0
5378,11331,1,"Married","Female","White",31,1,1
5378,11332,0,"Married","Male","Asian",29,0,1
5379,11333,1,"Single","FEMALE","White",25,1,1
5379,11334,0,"Single","Male","Black",29,1,1
5380,11335,1,"Single","Male","White",30,1,1
5380,11336,0,"Single","Male","White",7,0,0
5380,11337,0,"Single","Male","White",7,0,0
5381,11338,1,"Married","Female","White",30,1,1
5381,11339,0,"Married","Male","White",27,0,1
5381,11340,0,"Single","Male","White",4,0,1
5382,11341,1,"Single","Female","Asian",33,0,1
5382,11342,0,"Single","Male","White",26,0,0
5383,11343,1,"Single","Female","Asian",33,1,0
5383,11344,0,"Single","MALE","White",30,0,1
5383,11345,0,"Single","Male","Asian",5,0,1
5383,11346,0,"Single","Male","Asian",2,0,0
5384,11347,1,"Single","Female","Black",34,0,0
5385,11348,1,"Single","Female","Black",26,1,0
5386,11349,1,"Married","Female","White",34,1,0
5386,11350,0,"Married","Male","White",32,1,0
5387,11351,1,"Single","Female","White",30,1,0
5387,11352,0,"Single","Male","White",31,1,1
5388,11353,1,"Married","Female","White",32,0,1
5388,11354,0,"Married","Male","White",28,1,1
5388,11355,0,"Single","Male","White",4,0,1
5389,11356,1,"Single","Male","Asian",27,1,1
5390,11357,1,"Married","Female","White",34,1,1
5390,11358,0,"Married","Male","Black",30,0,1
5391,11359,1,"Single","Female","White",33,0,1
5391,11360,0,"Single","Male","Asian",32,1,1
5391,11361,0,"Single","Male","White",3,0,1
5392,11362,1,"Single","Female","White",29,0,0
5392,11363,0,"Single","Male","White",25,0,1
5392,11364,0,"Single","Male","White",4,0,1
5393,11365,1,"Married","Female","White",30,1,0
5393,11366,0,"Married","MALE","White",32,0,0
5393,11367,0,"Single","Female","White",3,0,1
5394,11368,1,"Single","Male","White",32,1,1
5395,11369,1,"Married","Female","White",31,0,0
5395,11370,0,"Married","Male","White",32,1,0
5395,11371,0,"Single","Male","White",2,0,0
5396,11372,1,"Married","Female","Asian",34,0,1
5396,11373,0,"Married","Male","White",30,0,1
5397,11374,1,"Single","Female","White",33,0,1
5398,11375,1,"Single","Male","Asian",30,0,1
5399,11376,1,"Single","Female","Asian",30,0,1
5399,11377,0,"Single","Male","White",29,1,1
5399,11378,0,"Single","Male","Asian",3,0,1
5400,11379,1,"Single","Female","White",34,1,1
5400,11380,0,"Single","Male","Asian",34,1,1
5400,11381,0,"Single","Male","White",4,0,0
5401,11382,1,"Single","Female","White",25,1,1
5402,11383,1,"Single","F","Black",25,0,1
5402,11384,0,"Single","Male","White",27,0,1
5403,11385,1,"Married","Female","White",32,1,0
5403,11386,0,"Married","Male","White",33,0,0
5404,11387,1,"Single","Female","Black",26,1,0
5405,11388,1,"Married","Female","White",31,1,1
5405,11389,0,"Married","Male","White",26,1,0
5405,11390,0,"Single","Male","White",7,0,1
5406,11391,1,"Single","Female","White",34,1,0
5406,11392,0,"Single","Male","White",33,0,1
5407,11393,1,"Single","Female","White",27,0,0
5408,11394,1,"Married","Female","White",27,0,1
5408,11395,0,"Married","Male","White",27,0,1
5409,11396,1,"Single","Male","Asian",32,0,1
5409,11397,0,"Single","Female","Asian",6,0,0
5410,11398,1,"Single","FEMALE","Asian",32,1,1
5410,11399,0,"Single","Male","White",30,0,1
5411,11400,1,"Single","FEMALE","White",31,0,1
5411,11401,0,"Single","Male","Asian",25,0,1
5412,11402,1,"Married","Female","White",30,0,1
5412,11403,0,"Married","Male","White",25,1,0
5413,11404,1,"Married","Female","Asian",32,1,1
5413,11405,0,"Married","M","White",34,0,1
5413,11406,0,"Single","Male","Asian",3,0,1
5414,11407,1,"Single","Female","White",33,1,0
5414,11408,0,"Single","Male","White",30,1,1
5415,11409,1,"Single","Male","White",28,1,0
5416,11410,1,"Married","Female","White",31,1,1
5416,11411,0,"Married","Male","White",34,0,1
5416,11412,0,"Single","FEMALE","White",7,0,1
5416,11413,0,"Single","Female","White",3,0,1
5417,11414,1,"Married","Female","White",31,1,1
5417,11415,0,"Married","Male","White",33,0,0
5417,11416,0,"Single","Male","White",2,0,0
5418,11417,1,"Single","Male","White",32,1,1
5419,11418,1,"Single","Female","White",33,0,0
5419,11419,0,"Single","Male","White",25,0,1
5420,11420,1,"Single","Female","Black",25,1,1
5420,11421,0,"Single","Male","White",30,1,0
5421,11422,1,"Single","Female","Asian",30,1,1
5421,11423,0,"Single","Male","Asian",33,1,1
5421,11424,0,"Single","FEMALE","Asian",4,0,1
5422,11425,1,"Single","Female","White",26,0,1
5423,11426,1,"Single","MALE","White",33,1,1
5424,11427,1,"Single","MALE","Asian",33,1,0
5425,11428,1,"Married","Female","White",31,1,1
5425,11429,0,"Married","Male","White",32,1,1
5426,11430,1,"Single","Female","White",27,1,0
5426,11431,0,"Single","Male","White",28,0,1
5427,11432,1,"Single","Female","Asian",25,0,0
5427,11433,0,"Single","Male","White",27,0,0
5428,11434,1,"Single","Female","White",34,1,1
5428,11435,0,"Single","Male","White",29,0,1
5429,11436,1,"Married","Female","White",33,1,0
5429,11437,0,"Married","Male","White",30,0,1
5430,11438,1,"Married","Female","White",28,1,1
5430,11439,0,"Married","Male","Black",33,1,0
5430,11440,0,"Single","Male","White",5,0,1
5430,11441,0,"Single","Female","White",5,0,1
5431,11442,1,"Single","Female","Black",32,0,1
5431,11443,0,"Single","Male","Black",27,0,0
5432,11444,1,"Single","F","White",27,1,0
5432,11445,0,"Single","Male","White",32,0,1
5433,11446,1,"Single","Female","White",30,1,1
5433,11447,0,"Single","Male","Asian",25,0,1
5433,11448,0,"Single","Male","White",4,0,0
5434,11449,1,"Married","Female","White",34,0,0
5434,11450,0,"Married","Male","White",29,0,1
5434,11451,0,"Single","Female","White",3,0,0
5435,11452,1,"Single","MALE","Black",31,1,1
5436,11453,1,"Married","Female","White",25,0,1
5436,11454,0,"Married","Male","White",30,1,1
5436,11455,0,"Single","Male","White",6,0,0
5437,11456,1,"Single","Male","Asian",31,0,1
5438,11457,1,"Married","FEMALE","White",33,0,1
5438,11458,0,"Married","Male","White",29,1,0
5439,11459,1,"Single","Male","Asian",33,1,1
5440,11460,1,"Single","Female","White",33,1,1
5440,11461,0,"Single","Male","White",4,0,0
5441,11462,1,"Single","Male","White",31,0,1
5441,11463,0,"Single","FEMALE","White",4,0,1
5441,11464,0,"Single","Female","White",7,0,1
5442,11465,1,"Married","F","White",32,0,1
5442,11466,0,"Married","Male","White",31,1,1
5443,11467,1,"Single","Female","White",32,1,1
5443,11468,0,"Single","Male","Asian",27,0,0
5444,11469,1,"Married","Female","Asian",30,0,1
5444,11470,0,"Married","Male","White",31,0,0
5445,11471,1,"Single","Male","White",29,0,1
5446,11472,1,"Married","Female","White",32,1,0
5446,11473,0,"Married","Male","White",33,0,1
5447,11474,1,"Single","Female","White",26,1,1
5447,11475,0,"Single","Male","White",34,1,1
5448,11476,1,"Single","Male","White",31,0,1
5449,11477,1,"Single","F","White",30,0,1
5449,11478,0,"Single","Male","White",34,1,1
5450,11479,1,"Single","MALE","White",25,1,1
5451,11480,1,"Single","Female","Asian",27,1,1
5451,11481,0,"Single","Male","White",34,0,1
5452,11482,1,"Married","Female","White",31,0,1
5452,11483,0,"Married","Male","White",33,1,1
5453,11484,1,"Married","Female","Black",33,0,0
5453,11485,0,"Married","Male","White",34,0,1
5454,11486,1,"Single","Male","White",30,0,0
5455,11487,1,"Single","Male","White",26,0,1
5455,11488,0,"Single","Female","White",3,0,1
5455,11489,0,"Single","Male","White",3,0,1
5456,11490,1,"Single","Male","White",34,0,1
5457,11491,1,"Married","Female","White",32,0,1
5457,11492,0,"Married","Male","White",30,0,1
5458,11493,1,"Single","Female","White",34,1,1
5458,11494,0,"Single","Male","White",26,0,1
5458,11495,0,"Single","Female","White",4,0,1
5459,11496,1,"Single","Male","White",30,0,0
5460,11497,1,"Single","Female","White",32,1,1
5461,11498,1,"Single","Male","Asian",29,0,1
5462,11499,1,"Single","Male","Asian",30,0,1
5463,11500,1,"Single","Male","White",31,0,1
5464,11501,1,"Married","Female","White",33,0,1
5464,11502,0,"Married","Male","Asian",32,1,1
5465,11503,1,"Single","Female","White",33,1,1
5465,11504,0,"Single","Male","Asian",27,1,1
5465,11505,0,"Single","Female","White",4,0,1
5466,11506,1,"Single","Female","Black",26,0,0
5466,11507,0,"Single","Male","Black",2,0,0
5467,11508,1,"Single","Female","Asian",25,1,1
5467,11509,0,"Single","Male","Asian",2,0,0
5468,11510,1,"Single","Male","White",33,1,1
5469,11511,1,"Single","Male","White",30,0,1
5470,11512,1,"Married","F","Asian",26,1,1
5470,11513,0,"Married","Male","Asian",32,0,1
5470,11514,0,"Single","Female","Asian",5,0,0
5471,11515,1,"Single","Male","White",28,1,1
5472,11516,1,"Married","Female","White",29,1,1
5472,11517,0,"Married","Male","White",31,1,1
5473,11518,1,"Single","F","Black",30,0,1
5473,11519,0,"Single","Male","White",33,0,1
5473,11520,0,"Single","Male","Black",5,0,1
5473,11521,0,"Single","Male","Black",6,0,0
5474,11522,1,"Married","Female","White",28,0,1
5474,11523,0,"Married","Male","Asian",33,0,0
5475,11524,1,"Single","Female","White",25,1,1
5475,11525,0,"Single","Male","White",32,0,1
5476,11526,1,"Single","Female","White",33,1,0
5476,11527,0,"Single","Male","White",7,0,1
5477,11528,1,"Single","Female","White",31,1,1
5478,11529,1,"Single","Female","White",26,0,1
5478,11530,0,"Single","Male","White",31,0,1
5478,11531,0,"Single","Female","White",3,0,1
5478,11532,0,"Single","Male","White",4,0,1
5479,11533,1,"Single","Female","White",33,1,1
5479,11534,0,"Single","Male","Asian",33,0,1
5479,11535,0,"Single","Male","White",6,0,0
5479,11536,0,"Single","Female","White",6,0,1
5480,11537,1,"Single","Female","White",33,1,0
5480,11538,0,"Single","Male","White",34,0,0
5481,11539,1,"Single","Male","White",32,1,1
5482,11540,1,"Single","Male","Asian",30,1,1
5483,11541,1,"Single","Male","White",31,0,1
5484,11542,1,"Single","Female","White",31,0,0
5484,11543,0,"Single","Male","Asian",33,1,1
5484,11544,0,"Single","Female","White",5,0,0
5485,11545,1,"Single","Male","Asian",29,1,1
5486,11546,1,"Single","Female","White",26,1,1
5486,11547,0,"Single","Male","White",32,1,0
5486,11548,0,"Single","Male","White",4,0,1
5487,11549,1,"Single","Male","White",30,0,0
5488,11550,1,"Single","Male","White",29,0,1
5489,11551,1,"Single","MALE","Asian",30,1,0
5490,11552,1,"Single","Male","Black",26,0,0
5491,11553,1,"Single","Female","White",30,1,1
5491,11554,0,"Single","Male","White",32,0,0
5492,11555,1,"Married","Female","White",25,0,0
5492,11556,0,"Married","Male","White",30,0,0
5492,11557,0,"Single","Male","White",7,0,0
5493,11558,1,"Married","Female","Asian",25,1,0
5493,11559,0,"Married","Male","White",34,0,0
5493,11560,0,"Single","Female","Asian",4,0,0
5494,11561,1,"Single","Female","Asian",32,0,1
5494,11562,0,"Single","Male","Asian",26,0,0
5494,11563,0,"Single","F","Asian",6,0,0
5495,11564,1,"Single","Female","White",31,1,1
5495,11565,0,"Single","Male","White",26,1,0
5495,11566,0,"Single","Male","White",5,0,0
5495,11567,0,"Single","Male","White",6,0,1
5496,11568,1,"Single","Female","Black",33,0,0
5496,11569,0,"Single","Male","White",32,0,1
5497,11570,1,"Single","FEMALE","White",31,0,1
5498,11571,1,"Single","Female","White",34,1,1
5498,11572,0,"Single","Male","White",32,1,0
5498,11573,0,"Single","Male","White",4,0,1
5498,11574,0,"Single","FEMALE","White",3,0,1
5499,11575,1,"Single","Female","Asian",31,0,1
5499,11576,0,"Single","Male","White",31,0,0
5500,11577,1,"Single","Female","White",26,1,1
5500,11578,0,"Single","MALE","White",30,0,1
5501,11579,1,"Single","FEMALE","White",30,1,1
5502,11580,1,"Single","Female","White",32,0,1
5502,11581,0,"Single","Male","White",33,0,1
5503,11582,1,"Single","Male","Black",33,1,1
5504,11583,1,"Single","Female","White",33,0,1
5504,11584,0,"Single","Male","Asian",27,0,0
5504,11585,0,"Single","Female","White",5,0,0
5505,11586,1,"Single","Female","White",32,1,1
5506,11587,1,"Single","FEMALE","Black",33,1,1
5506,11588,0,"Single","Male","White",31,0,1
5506,11589,0,"Single","Female","Black",2,0,0
5507,11590,1,"Single","Male","White",34,1,1
5508,11591,1,"Single","Female","Asian",32,0,0
5508,11592,0,"Single","M","Asian",34,1,0
5509,11593,1,"Married","F","White",32,0,1
5509,11594,0,"Married","Male","Asian",33,0,0
5509,11595,0,"Single","Female","White",3,0,1
5509,11596,0,"Single","Male","White",6,0,1
5510,11597,1,"Single","Female","Black",33,1,0
5511,11598,1,"Single","Male","White",31,0,0
5512,11599,1,"Single","Female","White",30,1,1
5512,11600,0,"Single","Male","White",33,0,1
5512,11601,0,"Single","Female","White",5,0,0
5513,11602,1,"Married","Female","White",33,1,1
5513,11603,0,"Married","Male","Asian",30,0,1
5513,11604,0,"Single","Male","White",3,0,1
5514,11605,1,"Married","Female","Black",31,1,1
5514,11606,0,"Married","Male","Asian",32,1,1
5514,11607,0,"Single","Female","Black",5,0,1
5515,11608,1,"Single","MALE","Asian",30,1,1
5516,11609,1,"Single","Female","Asian",32,0,1
5516,11610,0,"Single","Male","White",29,0,1
5516,11611,0,"Single","Female","Asian",3,0,1
5517,11612,1,"Single","Female","White",31,0,0
5517,11613,0,"Single","Male","White",27,0,1
5517,11614,0,"Single","FEMALE","White",3,0,1
5517,11615,0,"Single","Male","White",5,0,1
5518,11616,1,"Single","FEMALE","White",31,1,1
5518,11617,0,"Single","Male","White",27,1,1
5519,11618,1,"Married","Female","White",32,1,1
5519,11619,0,"Married","Male","White",34,1,0
5519,11620,0,"Single","Female","White",4,0,1
5519,11621,0,"Single","FEMALE","White",5,0,1
5520,11622,1,"Single","Male","White",34,1,0
5521,11623,1,"Single","Male","White",34,1,0
5522,11624,1,"Married","Female","White",32,1,1
5522,11625,0,"Married","Male","White",31,0,1
5523,11626,1,"Single","Female","White",34,0,1
5523,11627,0,"Single","Male","White",33,1,1
5523,11628,0,"Single","Male","White",4,0,1
5524,11629,1,"Single","Male","White",33,0,1
5525,11630,1,"Married","Female","White",34,0,1
5525,11631,0,"Married","MALE","Asian",28,1,1
5525,11632,0,"Single","Male","White",6,0,1
5525,11633,0,"Single","Female","White",7,0,0
5526,11634,1,"Single","Male","Asian",30,1,1
5527,11635,1,"Married","Female","White",34,1,1
5527,11636,0,"Married","Male","Asian",32,1,1
5528,11637,1,"Married","Female","Asian",32,1,0
5528,11638,0,"Married","MALE","White",31,0,0
5529,11639,1,"Single","FEMALE","White",29,1,0
5529,11640,0,"Single","Male","White",31,1,1
5530,11641,1,"Married","Female","Black",29,1,0
5530,11642,0,"Married","Male","Asian",34,0,0
5531,11643,1,"Married","Female","White",34,0,1
5531,11644,0,"Married","Male","Asian",31,1,1
5531,11645,0,"Single","Male","White",7,0,1
5532,11646,1,"Married","Female","White",34,1,0
5532,11647,0,"Married","Male","White",30,1,1
5533,11648,1,"Married","Female","White",33,1,1
5533,11649,0,"Married","Male","White",33,0,1
5533,11650,0,"Single","MALE","White",4,0,1
5533,11651,0,"Single","Female","White",7,0,1
5534,11652,1,"Single","Male","White",32,1,1
5535,11653,1,"Single","Male","White",34,1,0
5536,11654,1,"Single","Female","White",27,1,0
5536,11655,0,"Single","MALE","White",33,1,1
5536,11656,0,"Single","Male","White",4,0,1
5537,11657,1,"Single","Male","White",33,1,1
5538,11658,1,"Married","Female","White",32,1,1
5538,11659,0,"Married","Male","Black",34,0,1
5538,11660,0,"Single","Male","White",3,0,0
5538,11661,0,"Single","FEMALE","White",5,0,1
5539,11662,1,"Married","F","Asian",34,0,0
5539,11663,0,"Married","Male","White",32,0,1
5539,11664,0,"Single","MALE","Asian",7,0,1
5539,11665,0,"Single","Male","Asian",6,0,1
5540,11666,1,"Single","Male","Asian",29,0,1
5541,11667,1,"Single","F","White",33,0,1
5541,11668,0,"Single","Male","White",34,0,1
5541,11669,0,"Single","Male","White",6,0,1
5542,11670,1,"Married","Female","White",32,0,1
5542,11671,0,"Married","Male","White",33,0,1
5542,11672,0,"Single","Male","White",5,0,0
5542,11673,0,"Single","Female","White",4,0,1
5543,11674,1,"Single","Male","White",31,0,0
5543,11675,0,"Single","Female","White",4,0,1
5544,11676,1,"Single","Male","White",32,0,1
5545,11677,1,"Single","Female","White",30,0,1
5545,11678,0,"Single","Male","White",33,1,1
5546,11679,1,"Married","Female","White",25,0,1
5546,11680,0,"Married","Male","White",25,0,1
5546,11681,0,"Single","MALE","White",4,0,1
5547,11682,1,"Single","Female","White",32,0,1
5548,11683,1,"Single","Female","White",34,0,0
5549,11684,1,"Single","Female","Black",34,0,1
5549,11685,0,"Single","Male","White",33,1,1
5550,11686,1,"Single","Female","White",32,0,1
5550,11687,0,"Single","Male","White",28,1,1
5551,11688,1,"Single","Male","White",32,0,1
5552,11689,1,"Single","Male","Asian",33,1,1
5553,11690,1,"Married","Female","White",28,0,0
5553,11691,0,"Married","Male","White",31,0,0
5553,11692,0,"Single","F","White",2,0,1
5554,11693,1,"Single","Male","White",32,1,1
5555,11694,1,"Single","Male","White",27,0,1
5556,11695,1,"Single","Male","Asian",29,1,1
5557,11696,1,"Single","Male","White",33,0,1
5558,11697,1,"Single","Female","Black",33,1,0
5559,11698,1,"Single","Female","Asian",28,1,0
5559,11699,0,"Single","Male","White",34,0,1
5560,11700,1,"Single","Female","White",31,1,1
5560,11701,0,"Single","FEMALE","White",4,0,1
5561,11702,1,"Married","Female","White",30,1,0
5561,11703,0,"Married","Male","White",26,0,1
5562,11704,1,"Married","FEMALE","White",31,1,1
5562,11705,0,"Married","Male","Asian",31,1,1
5562,11706,0,"Single","Female","White",3,0,0
5562,11707,0,"Single","Male","White",2,0,1
5563,11708,1,"Single","Female","White",29,1,0
5563,11709,0,"Single","Female","White",3,0,1
5563,11710,0,"Single","Female","White",6,0,1
5564,11711,1,"Single","Male","White",31,0,1
5565,11712,1,"Married","F","White",34,0,1
5565,11713,0,"Married","Male","White",28,1,1
5565,11714,0,"Single","Male","White",2,0,0
5566,11715,1,"Single","F","White",26,0,1
5566,11716,0,"Single","Male","White",30,0,0
5566,11717,0,"Single","Female","White",3,0,1
