hh_id,hh_income,is_urban,is_owner_of_home,tercile_of_census_tract_income
5222,105400,1,1,"Middle"
5223,85800,0,1,"Top"
5224,53700,1,0,"Bottom"
5225,45900,0,0,"Top"
5226,102200,1,0,"Top"
5227,50000,1,0,"Middle"
5228,94800,1,0,"Top"
5229,95800,0,1,"Middle"
5230,112200,1,0,"Top"
5231,56300,0,0,"Top"
5232,48900,0,0,"Top"
5233,45500,1,0,"Top"
5234,110000,1,0,"Middle"
5235,102400,1,0,"Top"
5236,95800,1,0,"Middle"
5237,48400,0,0,"Top"
5238,83600,1,0,"Top"
5239,49400,0,0,"Top"
5240,109600,0,0,"Top"
5241,115800,1,0,"Top"
5242,95600,0,0,"Top"
5243,114000,1,0,"Middle"
5244,50000,1,0,"Middle"
5245,51000,1,0,"Top"
5246,98200,0,0,"Middle"
5247,50700,1,0,"Bottom"
5248,107200,0,0,"Middle"
5249,103800,0,0,"Top"
5250,115800,0,1,"Top"
5251,94000,1,0,"Top"
5252,112600,1,1,"Top"
5253,100600,1,1,"Top"
5254,90600,1,0,"Top"
5255,52900,1,0,"Middle"
5256,86000,0,1,"Top"
5257,104000,1,0,"Top"
5258,91000,1,1,"Top"
5259,88000,0,0,"Top"
5260,94200,0,0,"Top"
5261,109400,0,1,"Top"
5262,48700,1,0,"Top"
5263,90800,1,0,"Top"
5264,50800,1,0,"Middle"
5265,107800,0,0,"Middle"
5266,109200,1,0,"Top"
5267,88800,1,0,"Top"
5268,94400,1,0,"Bottom"
5269,53400,1,0,"Top"
5270,50600,1,0,"Bottom"
5271,47200,0,0,"Middle"
5272,122600,0,1,"Middle"
5273,91400,1,0,"Top"
5274,56300,1,0,"Top"
5275,51400,0,0,"Top"
5276,45400,1,0,"Top"
5277,92200,1,1,"Top"
5278,102200,0,0,"Bottom"
5279,40500,0,0,"Top"
5280,52200,0,0,"Top"
5281,105400,0,1,"Top"
5282,104600,1,0,"Top"
5283,90200,1,1,"Top"
5284,39200,0,0,"Top"
5285,101400,0,0,"Middle"
5286,106600,0,1,"Middle"
5287,108000,1,1,"Middle"
5288,42700,1,0,"Top"
5289,57100,0,0,"Middle"
5290,48700,0,0,"Middle"
5291,114800,1,0,"Top"
5292,104400,1,1,"Bottom"
5293,108000,1,1,"Top"
5294,98400,0,0,"Top"
5295,54500,0,0,"Middle"
5296,47100,1,0,"Middle"
5297,49000,0,0,"Bottom"
5298,105000,1,1,"Bottom"
5299,120800,1,1,"Middle"
5300,57400,1,0,"Top"
5301,53500,1,0,"Top"
5302,104000,1,1,"Top"
5303,95400,1,0,"Top"
5304,43400,1,0,"Bottom"
5305,112400,0,0,"Top"
5306,57900,1,0,"Top"
5307,93800,1,0,"Bottom"
5308,91800,1,1,"Top"
5309,109000,1,1,"Top"
5310,50600,1,0,"Top"
5311,56600,1,0,"Top"
5312,51100,0,0,"Middle"
5313,95800,1,0,"Bottom"
5314,111800,1,0,"Top"
5315,57500,1,0,"Top"
5316,43500,0,0,"Top"
5317,98800,1,0,"Top"
5318,111200,1,0,"Middle"
5319,51400,0,0,"Top"
5320,42800,0,0,"Bottom"
5321,93600,1,0,"Top"
5322,107600,1,0,"Top"
5323,95600,1,0,"Middle"
5324,107000,1,1,"Top"
5325,64100,1,0,"Top"
5326,82000,1,1,"Bottom"
5327,121800,1,1,"Middle"
5328,94800,0,0,"Top"
5329,97000,1,1,"Top"
5330,114400,1,0,"Top"
5331,107800,1,0,"Top"
5332,47800,0,0,"Top"
5333,95000,0,1,"Bottom"
5334,60200,1,0,"Top"
5335,93000,0,1,"Bottom"
5336,39500,1,0,"Top"
5337,48000,1,0,"Top"
5338,96200,1,0,"Bottom"
5339,98000,1,0,"Top"
5340,109400,1,1,"Middle"
5341,117600,1,1,"Bottom"
5342,113600,0,0,"Top"
5343,49600,0,0,"Bottom"
5344,99800,1,1,"Top"
5345,47100,1,0,"Top"
5346,89800,1,0,"Middle"
5347,103400,1,0,"Top"
5348,57000,0,0,"Bottom"
5349,100400,0,0,"Top"
5350,124800,0,1,"Middle"
5351,95600,1,0,"Top"
5352,101000,1,1,"Top"
5353,98400,0,0,"Bottom"
5354,47900,1,0,"Top"
5355,114600,0,0,"Top"
5356,39600,1,0,"Middle"
5357,111200,0,1,"Top"
5358,107800,0,0,"Top"
5359,54500,0,0,"Bottom"
5360,94600,1,1,"Top"
5361,97000,1,1,"Top"
5362,55600,1,0,"Middle"
5363,85400,0,0,"Top"
5364,119200,1,0,"Top"
5365,96200,0,0,"Top"
5366,112400,0,0,"Top"
5367,53700,1,0,"Bottom"
5368,100000,0,0,"Bottom"
5369,52500,0,0,"Top"
5370,54600,0,0,"Bottom"
5371,106600,0,0,"Top"
5372,103400,1,0,"Middle"
5373,97600,1,0,"Top"
5374,98200,0,0,"Top"
5375,47000,0,0,"Top"
5376,51000,1,0,"Middle"
5377,40800,1,0,"Top"
5378,88800,1,1,"Top"
5379,126800,0,0,"Top"
5380,53500,1,0,"Top"
5381,95600,0,1,"Top"
5382,83200,1,0,"Middle"
5383,96600,1,0,"Middle"
5384,43600,0,0,"Top"
5385,54600,1,0,"Middle"
5386,114600,0,1,"Top"
5387,102200,1,0,"Top"
5388,101600,1,1,"Top"
5389,46300,1,0,"Top"
5390,107200,0,1,"Top"
5391,90400,0,0,"Top"
5392,89600,1,0,"Bottom"
5393,90800,1,1,"Top"
5394,46700,0,0,"Top"
5395,101600,1,1,"Top"
5396,97800,1,1,"Top"
5397,56900,0,0,"Top"
5398,51800,0,0,"Top"
5399,94400,1,0,"Top"
5400,99000,0,0,"Top"
5401,51000,0,0,"Top"
5402,85200,1,0,"Middle"
5403,72600,1,1,"Top"
5404,56500,1,0,"Top"
5405,89600,0,1,"Top"
5406,76400,0,0,"Top"
5407,47100,1,0,"Top"
5408,83600,0,1,"Bottom"
5409,51200,0,0,"Top"
5410,72800,0,0,"Top"
5411,93000,0,0,"Bottom"
5412,107600,0,1,"Bottom"
5413,94800,1,1,"Top"
5414,112200,0,0,"Middle"
5415,45200,0,0,"Middle"
5416,104800,1,1,"Middle"
5417,113800,1,1,"Top"
5418,42500,1,0,"Bottom"
5419,101600,1,0,"Middle"
5420,92800,1,0,"Middle"
5421,88400,1,0,"Top"
5422,49900,1,0,"Top"
5423,47400,0,0,"Top"
5424,51400,0,0,"Top"
5425,108200,1,1,"Top"
5426,118600,1,0,"Top"
5427,102800,1,0,"Top"
5428,97400,0,0,"Top"
5429,107000,1,1,"Top"
5430,79800,0,1,"Top"
5431,87800,1,0,"Top"
5432,91200,0,0,"Top"
5433,88000,0,0,"Middle"
5434,108200,0,1,"Top"
5435,47400,1,0,"Middle"
5436,96000,1,1,"Top"
5437,52500,1,0,"Middle"
5438,114000,1,1,"Top"
5439,61400,1,0,"Top"
5440,43800,0,0,"Top"
5441,47300,0,0,"Top"
5442,98600,0,1,"Bottom"
5443,99000,0,0,"Top"
5444,109400,1,1,"Top"
5445,48600,0,0,"Top"
5446,101600,1,1,"Top"
5447,106600,0,0,"Top"
5448,51700,1,0,"Top"
5449,107200,1,0,"Top"
5450,44100,0,0,"Top"
5451,111600,0,0,"Top"
5452,104800,1,1,"Top"
5453,121200,1,1,"Bottom"
5454,41800,1,0,"Middle"
5455,40200,1,0,"Top"
5456,52700,0,0,"Top"
5457,91000,1,1,"Top"
5458,83400,1,0,"Middle"
5459,46500,1,0,"Top"
5460,47400,1,0,"Middle"
5461,51400,0,0,"Top"
5462,45400,0,0,"Middle"
5463,49200,0,0,"Top"
5464,93400,1,1,"Top"
5465,123400,0,0,"Bottom"
5466,53600,1,0,"Top"
5467,55500,1,0,"Bottom"
5468,48800,1,0,"Top"
5469,51200,0,0,"Top"
5470,84000,1,1,"Top"
5471,60900,0,0,"Middle"
5472,97800,0,1,"Top"
5473,92000,0,0,"Top"
5474,89600,0,1,"Middle"
5475,89000,1,0,"Top"
5476,48700,1,0,"Top"
5477,43000,1,0,"Top"
5478,97600,1,0,"Middle"
5479,90000,1,0,"Middle"
5480,81600,0,0,"Middle"
5481,48400,1,0,"Top"
5482,53900,1,0,"Bottom"
5483,58400,0,0,"Top"
5484,113000,0,0,"Middle"
5485,48700,1,0,"Top"
5486,99400,1,0,"Middle"
5487,59400,1,0,"Middle"
5488,47000,1,0,"Top"
5489,49700,1,0,"Top"
5490,47400,1,0,"Middle"
5491,129800,0,0,"Top"
5492,115200,0,1,"Top"
5493,109000,1,1,"Bottom"
5494,111400,1,0,"Middle"
5495,98800,0,0,"Bottom"
5496,93600,1,0,"Top"
5497,55600,1,0,"Middle"
5498,120800,1,0,"Middle"
5499,91000,1,0,"Bottom"
5500,115000,1,0,"Top"
5501,49000,0,0,"Top"
5502,103200,1,0,"Top"
5503,49600,0,0,"Middle"
5504,118600,0,0,"Top"
5505,44100,0,0,"Top"
5506,84200,1,0,"Top"
5507,46600,1,0,"Top"
5508,104400,0,0,"Top"
5509,98000,1,1,"Top"
5510,47800,1,0,"Top"
5511,44300,1,0,"Top"
5512,102000,1,0,"Bottom"
5513,118000,1,1,"Middle"
5514,85000,1,1,"Top"
5515,41800,0,0,"Top"
5516,114600,0,0,"Top"
5517,105000,0,0,"Top"
5518,97400,1,0,"Top"
5519,97800,0,1,"Top"
5520,47400,1,0,"Top"
5521,45800,1,0,"Top"
5522,91200,1,1,"Top"
5523,72000,1,0,"Middle"
5524,44900,1,0,"Top"
5525,110800,1,1,"Middle"
5526,51700,1,0,"Bottom"
5527,84600,1,1,"Top"
5528,97800,1,1,"Middle"
5529,96200,1,0,"Top"
5530,86800,0,1,"Top"
5531,107200,1,1,"Top"
5532,93200,0,1,"Top"
5533,107800,0,1,"Bottom"
5534,43600,1,0,"Top"
5535,42700,1,0,"Top"
5536,106200,0,0,"Top"
5537,51000,0,0,"Bottom"
5538,104800,1,1,"Bottom"
5539,101600,0,1,"Bottom"
5540,51000,0,0,"Top"
5541,93400,1,0,"Top"
5542,83200,1,1,"Bottom"
5543,43800,1,0,"Top"
5544,55500,0,0,"Middle"
5545,92200,0,0,"Middle"
5546,112200,0,1,"Middle"
5547,48400,0,0,"Top"
5548,41500,0,0,"Middle"
5549,95600,0,0,"Top"
5550,87200,0,0,"Bottom"
5551,53000,1,0,"Bottom"
5552,50400,1,0,"Top"
5553,95400,1,1,"Top"
5554,48300,1,0,"Top"
5555,58300,1,0,"Top"
5556,50500,0,0,"Top"
5557,49200,1,0,"Top"
5558,48500,0,0,"Top"
5559,98600,1,0,"Top"
5560,50700,1,0,"Top"
5561,96400,1,1,"Middle"
5562,92800,1,1,"Top"
5563,53500,1,0,"Top"
5564,56500,0,0,"Middle"
5565,101800,0,1,"Bottom"
5566,102000,1,0,"Top"
5567,50400,0,0,"Top"
5568,82400,0,1,"Top"
5569,98800,1,0,"Top"
5570,43300,0,0,"Top"
5571,86000,1,0,"Top"
5572,119000,0,0,"Top"
5573,79400,0,1,"Top"
5574,91000,1,1,"Bottom"
5575,106400,1,0,"Top"
5576,56200,0,0,"Bottom"
5577,98600,0,0,"Middle"
5578,106200,1,0,"Top"
5579,94600,1,0,"Top"
5580,92200,1,0,"Top"
5581,84400,1,1,"Top"
5582,107600,1,0,"Top"
5583,94800,1,1,"Bottom"
5584,96200,1,0,"Top"
5585,113600,1,0,"Top"
5586,49300,1,0,"Top"
5587,110000,1,1,"Bottom"
5588,47200,0,0,"Top"
5589,45600,1,0,"Middle"
5590,106400,1,0,"Middle"
5591,89000,1,0,"Top"
5592,42700,1,0,"Top"
5593,102000,1,1,"Top"
5594,103000,1,1,"Top"
5595,49700,1,0,"Top"
5596,43400,0,0,"Top"
5597,87200,1,1,"Middle"
5598,93400,1,0,"Top"
5599,44500,1,0,"Middle"
5600,107400,0,0,"Top"
5601,90800,0,0,"Top"
5602,55700,1,0,"Middle"
5603,40100,0,0,"Middle"
5604,54500,1,0,"Top"
5605,98200,1,0,"Middle"
5606,122000,0,0,"Top"
5607,55400,1,0,"Bottom"
5608,109200,1,1,"Top"
5609,121200,1,1,"Top"
5610,56400,1,0,"Bottom"
5611,93400,1,1,"Top"
5612,96000,1,1,"Top"
5613,103200,0,1,"Middle"
5614,50700,0,0,"Top"
5615,51100,1,0,"Top"
5616,96600,0,0,"Top"
5617,99200,0,0,"Top"
5618,43700,1,0,"Top"
5619,87400,0,0,"Top"
5620,47100,1,0,"Top"
5621,95400,1,1,"Top"
5622,52500,1,0,"Top"
5623,75600,1,1,"Top"
5624,96600,1,0,"Top"
5625,91000,0,1,"Top"
5626,103600,0,1,"Bottom"
5627,46200,0,0,"Middle"
5628,103600,1,0,"Top"
5629,106800,0,0,"Middle"
5630,57700,1,0,"Top"
5631,83400,0,0,"Middle"
5632,81200,1,0,"Top"
5633,111800,0,0,"Top"
5634,110600,1,0,"Bottom"
5635,49800,1,0,"Top"
5636,43700,0,0,"Top"
5637,100200,0,0,"Bottom"
5638,44500,1,0,"Middle"
5639,102400,0,0,"Middle"
5640,99400,0,1,"Top"
5641,90600,1,0,"Middle"
5642,84600,0,0,"Top"
5643,89200,0,1,"Top"
5644,118400,1,1,"Top"
5645,101000,0,0,"Bottom"
5646,46800,0,0,"Top"
5647,119600,0,1,"Top"
5648,106400,1,0,"Top"
5649,93600,0,0,"Middle"
5650,114200,1,0,"Top"
5651,104400,1,0,"Top"
5652,95600,0,1,"Top"
5653,48000,1,0,"Middle"
5654,110800,0,0,"Top"
5655,51800,1,0,"Middle"
5656,107800,1,0,"Top"
5657,103200,1,1,"Middle"
5658,48000,0,0,"Middle"
5659,50400,1,0,"Top"
5660,101600,1,0,"Top"
5661,108000,1,1,"Top"
5662,48700,0,0,"Top"
5663,110800,0,0,"Top"
5664,97400,0,0,"Top"
5665,98800,0,1,"Top"
5666,96200,1,0,"Top"
5667,81000,0,0,"Top"
5668,103000,0,1,"Middle"
5669,92000,1,1,"Top"
5670,43100,0,0,"Top"
5671,99400,1,1,"Top"
5672,87400,1,0,"Top"
5673,94200,0,1,"Bottom"
5674,48600,1,0,"Top"
5675,116400,0,1,"Top"
5676,56300,1,0,"Top"
5677,102400,1,0,"Middle"
5678,105200,0,0,"Top"
5679,104000,1,0,"Middle"
5680,97200,1,0,"Bottom"
5681,105200,0,0,"Top"
5682,86800,1,0,"Top"
5683,92800,0,1,"Top"
5684,99800,0,1,"Top"
5685,105200,1,0,"Top"
5686,51900,1,0,"Top"
5687,103400,1,0,"Top"
5688,47500,1,0,"Top"
5689,102200,1,1,"Middle"
5690,95600,1,1,"Middle"
5691,98800,1,1,"Bottom"
5692,48100,0,0,"Middle"
5693,125800,0,1,"Top"
5694,38400,1,0,"Middle"
5695,96000,1,1,"Top"
5696,51000,1,0,"Top"
5697,95800,1,1,"Middle"
5698,52900,1,0,"Top"
5699,49300,0,0,"Top"
5700,97400,1,1,"Bottom"
5701,57800,1,0,"Top"
5702,50800,0,0,"Top"
5703,103800,0,1,"Middle"
5704,84400,1,0,"Middle"
5705,102800,1,0,"Top"
5706,47700,1,0,"Bottom"
5707,99400,1,0,"Top"
5708,49000,0,0,"Bottom"
5709,48300,0,0,"Bottom"
5710,98200,0,0,"Top"
5711,109800,0,0,"Top"
5712,111600,1,0,"Top"
5713,94400,0,0,"Top"
5714,78800,1,0,"Middle"
5715,42600,1,0,"Middle"
5716,104200,1,0,"Top"
5717,113800,0,0,"Top"
5718,92200,0,0,"Middle"
5719,50700,0,0,"Bottom"
5720,101000,1,1,"Bottom"
5721,98400,1,0,"Top"
5722,53400,1,0,"Bottom"
5723,102200,1,0,"Top"
5724,93000,1,0,"Top"
5725,45300,0,0,"Top"
5726,95800,1,0,"Top"
5727,100000,0,0,"Top"
5728,89600,1,0,"Top"
5729,106400,1,0,"Top"
5730,93400,1,1,"Middle"
5731,92600,1,0,"Top"
5732,59100,1,0,"Top"
5733,98200,1,0,"Top"
5734,96000,1,0,"Bottom"
5735,114000,0,1,"Top"
5736,93400,0,1,"Top"
5737,113600,1,0,"Top"
5738,95400,1,0,"Top"
5739,107000,1,0,"Top"
5740,108800,0,0,"Top"
5741,103600,1,1,"Top"
5742,98800,1,1,"Top"
5743,91400,1,1,"Middle"
5744,48700,0,0,"Top"
5745,87000,0,1,"Top"
5746,52200,1,0,"Top"
5747,93200,1,1,"Top"
5748,97000,1,0,"Top"
5749,94000,0,0,"Top"
5750,87600,1,1,"Bottom"
5751,88200,1,1,"Bottom"
5752,55400,1,0,"Middle"
5753,101000,1,0,"Middle"
5754,49900,1,0,"Top"
5755,90600,1,1,"Top"
5756,108000,0,0,"Top"
5757,98400,1,0,"Middle"
5758,52800,1,0,"Middle"
5759,43900,1,0,"Middle"
5760,111000,1,0,"Top"
5761,113400,0,0,"Top"
5762,39300,0,0,"Top"
5763,56600,1,0,"Top"
5764,98200,1,0,"Top"
5765,45500,0,0,"Bottom"
5766,108800,0,1,"Top"
5767,107600,1,0,"Bottom"
5768,45500,1,0,"Top"
5769,90200,1,0,"Top"
5770,106600,0,0,"Top"
5771,108000,0,1,"Middle"
5772,100000,1,1,"Middle"
5773,106000,0,0,"Top"
5774,104000,1,0,"Top"
5775,99800,1,0,"Top"
5776,94800,0,0,"Top"
5777,79400,1,0,"Bottom"
5778,87200,0,1,"Bottom"
5779,105000,0,1,"Bottom"
5780,112600,1,0,"Top"
5781,55700,1,0,"Bottom"
5782,107400,1,0,"Top"
5783,75600,1,0,"Top"
5784,105600,1,0,"Top"
5785,51700,1,0,"Top"
5786,45900,1,0,"Middle"
5787,55400,1,0,"Middle"
5788,98800,1,0,"Top"
5789,104800,0,0,"Middle"
5790,101200,0,1,"Middle"
5791,89600,0,0,"Top"
5792,129600,1,0,"Top"
5793,53300,1,0,"Top"
5794,53400,0,0,"Bottom"
5795,99200,1,1,"Top"
5796,100800,1,0,"Middle"
5797,45100,1,0,"Top"
5798,46300,1,0,"Top"
5799,54200,0,0,"Top"
5800,113000,0,1,"Top"
5801,47000,0,0,"Top"
5802,77000,0,1,"Top"
5803,48300,0,0,"Top"
5804,101000,0,0,"Top"
5805,52500,0,0,"Top"
5806,107200,1,0,"Middle"
5807,119400,1,0,"Top"
5808,103600,0,1,"Top"
5809,106600,1,0,"Bottom"
5810,49400,0,0,"Bottom"
5811,88800,1,0,"Top"
5812,89400,1,0,"Top"
5813,47800,0,0,"Top"
5814,112800,1,0,"Top"
5815,107400,1,0,"Top"
5816,100200,0,1,"Top"
5817,51600,1,0,"Middle"
5818,109800,1,1,"Top"
5819,95000,0,0,"Top"
5820,120200,1,0,"Top"
5821,89400,0,1,"Middle"
5822,112800,1,0,"Middle"
5823,49000,0,0,"Bottom"
5824,57500,1,0,"Top"
5825,46600,0,0,"Top"
5826,103200,1,0,"Top"
5827,119200,0,1,"Middle"
5828,87600,1,0,"Middle"
5829,109800,1,0,"Top"
5830,118800,1,0,"Top"
5831,42700,1,0,"Top"
5832,101000,0,0,"Bottom"
5833,109400,0,1,"Top"
5834,92800,1,0,"Top"
5835,107200,0,0,"Top"
5836,108600,1,1,"Top"
5837,52500,0,0,"Middle"
5838,111600,1,0,"Top"
5839,104000,1,0,"Bottom"
5840,91800,1,1,"Top"
5841,96000,1,1,"Top"
5842,94600,1,1,"Bottom"
5843,109400,0,1,"Top"
5844,49500,0,0,"Top"
5845,48800,0,0,"Middle"
5846,40000,1,0,"Middle"
5847,89200,0,0,"Top"
5848,87800,1,1,"Bottom"
5849,53900,1,0,"Top"
5850,94000,1,0,"Top"
5851,45300,1,0,"Top"
5852,106200,1,0,"Top"
5853,55000,0,0,"Top"
5854,99400,1,0,"Top"
5855,103200,1,0,"Top"
5856,97800,1,1,"Top"
5857,51400,1,0,"Middle"
5858,112000,0,0,"Top"
5859,48300,0,0,"Top"
5860,62800,0,0,"Top"
5861,103000,1,1,"Middle"
5862,107400,0,0,"Top"
5863,47300,0,0,"Bottom"
5864,47100,0,0,"Top"
5865,100800,1,0,"Top"
5866,110600,1,0,"Top"
5867,58800,0,0,"Middle"
5868,96600,0,0,"Top"
5869,46700,1,0,"Top"
5870,98000,0,1,"Top"
5871,55900,1,0,"Bottom"
5872,94400,1,1,"Top"
5873,54000,1,0,"Top"
5874,55400,1,0,"Top"
5875,61800,1,1,"Bottom"
5876,41900,1,0,"Top"
5877,43100,0,0,"Top"
5878,52200,1,0,"Top"
5879,106200,1,1,"Top"
5880,56300,1,0,"Middle"
5881,48900,1,0,"Middle"
5882,93800,1,1,"Bottom"
5883,56400,0,0,"Middle"
5884,40200,1,0,"Top"
5885,90000,1,0,"Top"
5886,124800,0,1,"Top"
5887,45500,0,0,"Top"
5888,41500,1,0,"Bottom"
5889,53000,1,0,"Top"
5890,89400,0,0,"Top"
5891,56500,1,0,"Top"
5892,45100,1,0,"Top"
5893,49300,1,0,"Top"
5894,93600,1,0,"Top"
5895,100000,1,0,"Bottom"
5896,43700,1,0,"Top"
5897,112000,1,0,"Top"
5898,55000,1,0,"Top"
5899,52000,1,0,"Bottom"
5900,92600,0,0,"Top"
5901,47500,1,0,"Top"
5902,106200,1,0,"Top"
5903,102400,0,0,"Top"
5904,51400,0,0,"Top"
5905,89800,1,1,"Top"
5906,46300,0,0,"Middle"
5907,97600,1,1,"Top"
5908,56600,0,0,"Top"
5909,102800,1,0,"Top"
5910,46200,0,0,"Bottom"
5911,78800,0,0,"Top"
5912,108200,1,1,"Top"
5913,40400,0,0,"Middle"
5914,53000,0,0,"Bottom"
5915,103400,1,0,"Middle"
5916,91200,1,0,"Top"
5917,47600,0,0,"Bottom"
5918,55100,1,0,"Bottom"
5919,88600,1,1,"Middle"
5920,86800,1,1,"Top"
5921,100000,0,1,"Top"
5922,91600,0,0,"Middle"
5923,82200,1,0,"Top"
5924,93400,1,1,"Bottom"
5925,48300,1,0,"Middle"
5926,105600,0,1,"Middle"
5927,97600,1,1,"Top"
5928,106600,0,0,"Middle"
5929,79000,1,1,"Bottom"
5930,89200,1,0,"Bottom"
5931,47100,0,0,"Middle"
5932,88800,1,0,"Bottom"
5933,56600,1,0,"Top"
5934,89400,0,0,"Top"
5935,96800,1,0,"Bottom"
5936,52100,0,0,"Middle"
5937,53600,0,0,"Middle"
5938,46900,1,0,"Top"
5939,105200,0,1,"Middle"
5940,48000,1,0,"Middle"
5941,100200,0,0,"Top"
5942,46500,0,0,"Bottom"
5943,48800,1,0,"Bottom"
5944,96000,0,0,"Top"
5945,55000,1,0,"Top"
5946,98600,1,0,"Top"
5947,104200,1,0,"Bottom"
5948,47800,1,0,"Top"
5949,102200,0,0,"Top"
5950,60600,1,0,"Bottom"
5951,42600,1,0,"Top"
5952,118400,1,0,"Top"
5953,43300,1,0,"Middle"
5954,86400,1,0,"Middle"
5955,107400,1,0,"Bottom"
5956,107800,1,1,"Top"
5957,93600,1,1,"Top"
5958,96200,1,1,"Bottom"
5959,93400,0,0,"Top"
5960,92200,0,0,"Bottom"
5961,113200,0,0,"Top"
5962,44400,1,0,"Top"
5963,76000,1,0,"Top"
5964,46200,1,0,"Top"
5965,86000,1,0,"Top"
5966,55500,0,0,"Top"
5967,45200,1,0,"Top"
5968,108400,0,1,"Top"
5969,107400,0,1,"Top"
5970,91000,0,0,"Middle"
5971,57000,1,0,"Top"
5972,105200,1,0,"Top"
5973,52000,1,0,"Top"
5974,93600,1,0,"Top"
5975,108200,1,1,"Middle"
5976,53600,1,0,"Middle"
5977,42600,1,0,"Top"
5978,98600,0,0,"Top"
5979,97800,1,0,"Top"
5980,45200,1,0,"Top"
5981,41800,1,0,"Bottom"
5982,115400,0,0,"Top"
5983,55100,1,0,"Top"
5984,53400,1,0,"Bottom"
5985,58500,1,0,"Middle"
5986,106200,1,1,"Top"
5987,80400,1,1,"Middle"
5988,42100,0,0,"Top"
5989,107400,1,0,"Top"
5990,45300,1,0,"Bottom"
5991,110000,0,1,"Middle"
5992,43800,0,0,"Top"
5993,98200,1,0,"Middle"
5994,41900,1,0,"Middle"
5995,54400,0,0,"Bottom"
5996,46000,1,0,"Top"
5997,98000,1,0,"Middle"
5998,102800,0,0,"Top"
5999,45400,0,0,"Top"
6000,48700,0,0,"Top"
6001,90600,1,0,"Top"
6002,91000,1,0,"Top"
6003,46700,1,0,"Middle"
6004,52000,0,0,"Top"
6005,95200,1,0,"Top"
6006,106000,0,0,"Bottom"
6007,110200,1,1,"Middle"
6008,93400,1,0,"Middle"
6009,47400,0,0,"Top"
6010,48100,0,0,"Top"
6011,76000,0,0,"Top"
6012,96200,1,1,"Top"
6013,94200,0,0,"Top"
6014,93400,1,0,"Top"
6015,51100,0,0,"Middle"
6016,44000,0,0,"Top"
6017,91000,1,1,"Top"
6018,89000,1,0,"Top"
6019,104200,0,1,"Middle"
6020,124000,0,0,"Top"
6021,52100,0,0,"Middle"
6022,106400,0,0,"Middle"
6023,96200,0,1,"Bottom"
6024,119200,0,0,"Top"
6025,48200,1,0,"Top"
6026,50700,1,0,"Top"
6027,108600,0,0,"Bottom"
6028,106000,1,1,"Top"
6029,98800,0,0,"Middle"
6030,46800,0,0,"Top"
6031,106800,1,0,"Top"
6032,42200,0,0,"Top"
6033,100200,1,0,"Top"
6034,52400,1,0,"Bottom"
6035,92600,0,0,"Top"
6036,52900,0,0,"Middle"
6037,46100,1,0,"Top"
6038,107000,0,1,"Bottom"
6039,86200,1,0,"Top"
6040,57200,1,0,"Bottom"
6041,98000,1,0,"Bottom"
6042,105000,1,0,"Top"
6043,115400,1,0,"Top"
6044,110000,0,0,"Middle"
6045,106000,0,0,"Bottom"
6046,55000,1,0,"Top"
6047,83800,1,1,"Top"
6048,36200,1,0,"Top"
6049,79400,0,0,"Middle"
6050,57500,0,0,"Top"
6051,103400,1,0,"Top"
6052,105600,1,0,"Top"
6053,103200,1,1,"Top"
6054,52000,1,0,"Top"
6055,43900,0,0,"Top"
6056,41900,1,0,"Top"
6057,54100,1,0,"Top"
6058,92000,1,1,"Top"
6059,48400,0,0,"Bottom"
6060,91200,0,1,"Middle"
6061,106000,0,0,"Bottom"
6062,93600,0,0,"Middle"
6063,43500,1,0,"Bottom"
6064,101400,1,0,"Bottom"
6065,56100,1,0,"Top"
6066,93200,1,1,"Top"
6067,103600,1,1,"Top"
6068,53900,0,0,"Bottom"
6069,97000,1,0,"Top"
6070,101800,0,0,"Bottom"
6071,106800,0,0,"Bottom"
6072,56800,1,0,"Top"
6073,88400,1,1,"Top"
6074,62700,0,0,"Top"
6075,93000,0,0,"Bottom"
6076,56100,0,0,"Top"
6077,99000,0,0,"Top"
6078,91400,0,1,"Top"
6079,100600,1,0,"Bottom"
6080,107200,1,0,"Top"
6081,95400,1,1,"Top"
6082,50900,0,0,"Top"
6083,46500,0,0,"Middle"
6084,93800,1,0,"Top"
6085,87200,1,0,"Middle"
6086,96400,1,0,"Bottom"
6087,104800,1,0,"Bottom"
6088,51500,1,0,"Top"
6089,90000,0,0,"Top"
6090,90400,1,0,"Top"
6091,49100,1,0,"Middle"
6092,98200,1,0,"Top"
6093,49200,1,0,"Bottom"
6094,54800,0,0,"Middle"
6095,51800,1,0,"Top"
6096,97400,0,0,"Top"
6097,51400,1,0,"Top"
6098,57200,1,0,"Middle"
6099,94000,1,1,"Top"
6100,99600,1,0,"Top"
6101,114200,1,1,"Middle"
6102,98000,1,1,"Top"
6103,94200,1,1,"Top"
6104,49600,0,0,"Top"
6105,47800,1,0,"Top"
6106,47300,0,0,"Top"
6107,61400,1,0,"Top"
6108,44200,0,0,"Top"
6109,88200,1,1,"Bottom"
6110,54700,0,0,"Top"
6111,104600,1,0,"Bottom"
6112,93200,1,1,"Top"
6113,94600,1,1,"Top"
6114,85800,1,0,"Top"
6115,49500,0,0,"Top"
6116,95800,0,0,"Top"
6117,95200,1,1,"Top"
6118,109400,0,0,"Top"
6119,98200,1,0,"Top"
6120,88400,1,0,"Top"
6121,50500,0,0,"Middle"
6122,43000,1,0,"Middle"
